,Year,Month,Day,State,Latitude,Longitude,Suburb
2491,1992,6,29,Queensland,-27.290074,152.626071,Dundas (Qld)
2492,1993,5,20,Queensland,-12.633161,143.411114,Iron Range
2493,1994,4,5,Queensland,-27.606738,152.87607,Redbank (Qld)
2494,1996,7,6,Queensland,-19.90804,144.184085,Porcupine
2495,1993,3,9,Queensland,-27.673404,152.909403,Springfield Lakes
2496,2007,10,23,Queensland,-28.178217,153.207365,Numinbah Valley
2497,2000,2,28,Queensland,-27.822222,153.416389,South Stradbroke
2498,2004,10,18,Queensland,-24.357155,150.962098,Tablelands (Gladstone - Qld)
2499,2016,5,11,Queensland,-19.14385,146.07004,Paluma
2500,2010,1,8,Queensland,-27.076667,153.179722,Woorim
2501,1992,9,25,Queensland,-27.40674,152.642739,Split Yard Creek
2502,2017,12,27,Queensland,-16.285734,145.08928,Mount Carbine
2503,2011,11,26,Queensland,-23.37687,148.88326,Blackwater
2504,1996,3,8,Queensland,-19.433173,146.946936,Mount Elliot (Qld)
2505,2014,1,23,Queensland,-25.264046,148.992324,Glenhaughton
2506,1993,5,1,Queensland,-28.123403,152.94274,Tabooba
2507,1993,10,21,Queensland,-13.406995,142.314459,Archer River
2508,1999,10,27,Queensland,-19.09837,146.44083,Clemant
2509,2003,1,2,Queensland,-27.426439,153.538038,Point Lookout
2510,1998,5,29,Queensland,-24.405911,151.041348,Cania
2511,1993,5,1,Queensland,-28.106736,152.94274,Laravale
2512,2017,3,28,Queensland,-24.024686,151.162835,Calliope (Qld)
2513,1993,1,9,Queensland,-27.923402,153.176068,Tamborine Mountain
2514,1974,1,1,Queensland,-22.315,149.517778,St Lawrence
2515,1974,1,1,Queensland,-17.815,146.001111,El Arish
2516,2011,3,8,Queensland,-25.486304,149.658204,Broadmere
2517,1993,1,1,Queensland,-26.444239,153.101056,Marcus Beach
2518,1994,3,2,Queensland,-27.556735,153.24273,Thornlands
2519,2014,8,8,Queensland,-13.04221,142.91021,Archer River
2520,2017,12,4,Queensland,-27.501386,153.402659,Dunwich
2521,1974,1,1,Queensland,-26.865,152.584444,Mount Kilcoy
2522,1997,4,16,Queensland,-23.37343,148.834432,Blackwater
2523,2016,11,1,Queensland,-26.79662,152.8698,Crohamhurst
2524,2014,9,9,Queensland,-16.599023,144.909931,Mount Carbine
2525,2004,2,20,Queensland,-15.305556,145.015833,Cooktown
2526,1993,9,19,Queensland,-26.473406,153.026058,Verrierdale
2527,1997,9,15,Queensland,-26.075215,152.982057,Cooloola
2528,1954,1,1,Queensland,-17.198333,144.501111,Chillagoe
2529,2016,9,9,Queensland,-16.510945,145.032158,Mount Carbine
2530,1997,1,30,Queensland,-26.856506,152.83225,Commissioners Flat
2531,1983,1,7,Queensland,-24.144253,151.70106,Eurimbula
2532,1972,1,1,Queensland,-26.08174,153.051053,Cooloola
2533,2013,6,9,Queensland,-25.457458,152.624295,Duckinwilla
2534,2013,5,19,Queensland,-16.67653,145.243303,Mount Carbine
2535,2003,3,13,Queensland,-15.441667,145.134444,Cooktown
2536,2006,12,29,Queensland,-27.417502,153.460359,North Stradbroke Island
2537,2003,2,4,Queensland,-26.380544,152.982161,Tinbeerwah
2538,2013,11,12,Queensland,-19.06336,146.17304,Paluma
2539,1977,11,1,Queensland,-24.385918,150.946905,Tablelands (Gladstone - Qld)
2540,1980,4,1,Queensland,-27.194238,153.030231,Deception Bay
2541,1990,11,19,Queensland,-17.085197,145.878923,Yarrabah
2542,2016,9,10,Queensland,-16.510945,145.032158,Mount Carbine
2543,2008,12,10,Queensland,-26.94268,150.389034,Wieambilla
2544,2016,9,10,Queensland,-16.510945,145.032158,Mount Carbine
2545,2007,4,16,Queensland,-19.066799,146.00304,Paluma
2546,2016,10,6,Queensland,-23.5293,148.1684,Emerald (Qld)
2547,1974,1,1,Queensland,-26.298333,151.267778,Boondooma
2548,1996,3,12,Queensland,-16.804444,145.365278,Southedge
2549,1997,7,1,Queensland,-24.944552,151.530026,Yarrol
2550,1993,3,26,Queensland,-11.684165,142.70212,Shelburne
2551,1999,2,23,Queensland,-17.580833,145.411944,Tumoulin
2552,2012,5,7,Queensland,-19.1513,145.92045,Paluma
2553,1992,1,1,Queensland,-27.640069,153.176065,Shailer Park
2554,1999,4,20,Queensland,-23.19874,149.763814,Glenroy (Qld)
2555,1982,2,4,Queensland,-24.198419,151.801058,Eurimbula
2556,1965,1,1,Queensland,-26.090087,150.826089,Kragra
2557,1990,1,13,Queensland,-16.711342,145.165613,Southedge
2558,1974,1,1,Queensland,-15.681667,145.334444,Rossville
2559,1993,3,13,Queensland,-27.673408,152.32608,Blenheim
2560,1996,10,1,Queensland,-24.865079,151.434393,Yarrol
2561,2011,11,23,Queensland,-25.83096,150.62769,Sujeewong
2562,2000,4,12,Queensland,-20.552778,145.077778,Pentland
2563,1994,3,17,Queensland,-27.556738,152.792737,Chuwar
2564,2014,8,8,Queensland,-13.04664,142.90757,Archer River
2565,1974,1,1,Queensland,-26.69,153.034444,Buderim
2566,2000,4,3,Queensland,-26.437657,150.828333,Barakula
2567,2020,2,6,Queensland,-25.69673,152.62002,Owanyilla
2568,1974,1,1,Queensland,-24.84,151.084444,Monto
2569,1994,3,10,Queensland,-27.4234,153.542725,
2570,2002,9,15,Queensland,-13.731944,143.331944,Coen
2571,1955,1,1,Queensland,-26.081667,152.234444,Kilkivan
2572,2002,6,7,Queensland,-24.253684,151.819391,Round Hill (Qld)
2573,2001,3,31,Queensland,-27.051944,152.791111,Mount Mee
2574,2016,2,10,Queensland,-20.687143,145.685255,Campaspe
2575,1980,1,1,Queensland,-17.481667,140.851111,Karumba
2576,2003,3,15,Queensland,-15.405278,145.045833,Cooktown
2577,1974,1,1,Queensland,-23.215,150.784444,Kinka Beach
2578,2016,8,14,Queensland,-16.529876,145.021812,Mount Carbine
2579,2000,8,1,Queensland,-26.340278,152.786944,Traveston
2580,1996,3,13,Queensland,-23.055367,150.103028,Canoona
2581,2014,8,8,Queensland,-13.04221,142.91021,Archer River
2582,2016,5,11,Queensland,-19.13633,146.08601,Paluma
2583,2011,3,8,Queensland,-25.485837,149.657101,Broadmere
2584,1962,1,1,Queensland,-26.115,151.634444,Abbeywood
2585,2020,2,5,Queensland,-25.69673,152.62002,Owanyilla
2586,1974,1,1,Queensland,-17.598333,143.184444,Abingdon Downs
2587,1995,2,18,Queensland,-27.590074,152.509409,Woolshed
2588,1974,1,1,Queensland,-22.381667,147.934444,Gemini Mountains
2589,1996,5,3,Queensland,-27.586559,152.860231,Moggill
2590,2016,5,30,Queensland,-19.19306,145.91713,Paluma
2591,1982,1,1,Queensland,-20.5085,148.6685,Goorganga Plains
2592,1980,1,1,Queensland,-23.581667,149.067778,Bluff
2593,1995,1,18,Queensland,-25.883449,152.619014,Bauple Forest
2594,2010,4,21,Queensland,-26.47912,150.49263,Barakula
2595,1996,3,3,Queensland,-25.885565,152.630677,Bauple Forest
2596,1994,9,13,Queensland,-26.673407,152.859396,Montville
2597,1942,1,1,Queensland,-17.931667,145.934444,Tully
2598,2006,12,28,Queensland,-27.49478,153.432334,North Stradbroke Island
2599,2004,2,18,Queensland,-24.3625,151.005742,Tablelands (Gladstone - Qld)
2600,1999,4,20,Queensland,-23.19874,149.763814,Glenroy (Qld)
2601,2011,6,20,Queensland,-16.99991,141.27894,Howitt
2602,1994,3,12,Queensland,-27.573411,151.992752,Redwood
2603,2009,1,12,Queensland,-26.775907,150.042314,Drillham South
2604,1958,1,1,Queensland,-18.648333,146.167778,Ingham
2605,1998,7,6,Queensland,-24.281751,151.917724,Round Hill (Qld)
2606,2003,10,7,Queensland,-26.585328,152.851689,Gheerulla
2607,2005,3,17,Queensland,-26.79529,151.571055,Bunya Mountains
2608,1999,5,5,Queensland,-24.792083,147.202929,Carnarvon Park
2609,2003,2,27,Queensland,-16.914444,145.58,Koah
2610,2015,5,11,Queensland,-19.10618,146.23978,Paluma
2611,2010,11,4,Queensland,-23.260304,144.257726,Longreach (Qld)
2612,1994,3,12,Queensland,-27.490068,153.42606,North Stradbroke Island
2613,2000,10,24,Queensland,-13.641389,143.146944,Coen
2614,1994,10,1,Queensland,-27.523402,153.209397,Capalaba
2615,2014,2,22,Queensland,-26.4275,150.14338,Gurulmundi
2616,2017,5,23,Queensland,-17.99861,145.44557,Glen Ruth
2617,2005,8,17,Queensland,-15.464722,145.198056,Cooktown
2618,2015,11,16,Queensland,-26.42688,150.50441,Barakula
2619,2011,7,27,Queensland,-20.914113,149.014063,Cape Hillsborough
2620,2011,11,17,Queensland,-19.483667,139.465917,Gunpowder
2621,1978,1,1,Queensland,-22.015,148.101111,Moranbah
2622,1992,6,6,Queensland,-26.490073,152.942726,Eumundi
2623,1993,9,1,Queensland,-26.906739,152.976062,Glass House Mountains
2624,1994,1,1,Queensland,-26.840071,153.098282,Pelican Waters
2625,1976,1,1,Queensland,-27.465,152.551111,Lowood
2626,1942,1,1,Queensland,-17.223333,145.484444,Tolga
2627,1974,1,1,Queensland,-20.148333,147.551111,Bogie
2628,2003,6,21,Queensland,-13.931943,143.555619,Coen
2629,1999,2,17,Queensland,-17.523056,145.426944,Kaban
2630,1992,11,11,Queensland,-27.973401,153.2594,Mount Nathan
2631,2003,2,4,Queensland,-26.37371,153.002942,Cooroibah
2632,2003,6,20,Queensland,-13.936765,143.555682,Coen
2633,2002,2,22,Queensland,-17.716944,145.398333,Innot Hot Springs
2634,1974,1,1,Queensland,-23.556667,143.667778,Longreach (Qld)
2635,1997,12,9,Queensland,-24.34195,150.947433,Tablelands (Gladstone - Qld)
2636,1974,1,1,Queensland,-26.948333,152.784444,Woodford (Qld)
2637,1993,4,1,Queensland,-28.123403,152.959407,Tabooba
2638,1978,1,1,Queensland,-13.665,142.667778,Archer River
2639,2013,10,22,Queensland,-25.901829,153.087539,Rainbow Beach
2640,1999,5,1,Queensland,-20.048333,148.888611,Whitsundays
2641,1995,7,6,Queensland,-25.072153,152.123948,Promisedland
2642,2007,8,24,Queensland,-14.846732,144.164578,Lakefield
2643,2016,9,9,Queensland,-16.503115,145.059613,Mount Carbine
2644,1959,1,1,Queensland,-26.765,152.851111,Maleny
2645,2014,8,9,Queensland,-13.04221,142.91021,Archer River
2646,2018,2,24,Queensland,-27.008694,152.924458,Elimbah
2647,2015,8,24,Queensland,-13.1308,142.75,Archer River
2648,2002,3,9,Queensland,-17.109167,144.413889,Chillagoe
2649,2002,9,4,Queensland,-18.237355,145.476379,Wairuna
2650,1992,9,4,Queensland,-27.306737,153.059398,Brighton (Qld)
2651,2016,9,11,Queensland,-16.510945,145.032158,Mount Carbine
2652,2006,5,26,Queensland,-20.636592,147.619199,Springlands
2653,1996,1,17,Queensland,-24.3625,151.005742,Tablelands (Gladstone - Qld)
2654,1994,8,24,Queensland,-27.140071,153.059397,
2655,1993,9,1,Queensland,-22.511667,150.7075,Shoalwater (Qld)
2656,1993,4,5,Queensland,-12.769494,143.283617,Iron Range
2657,2006,7,13,Queensland,-20.867615,147.779821,Newlands (Qld)
2658,1998,12,4,Queensland,-25.362974,152.474772,Duckinwilla
2659,1983,10,1,Queensland,-17.831822,141.117825,Normanton
2660,2003,2,14,Queensland,-26.75056,153.06333,Palmview
2661,1996,9,6,Queensland,-26.795611,151.923578,Tarong
2662,1964,1,1,Queensland,-20.481667,146.267778,Campaspe
2663,1970,1,1,Queensland,-25.377584,151.088576,Eidsvold
2664,2000,10,4,Queensland,-27.427647,152.840197,Enoggera Reservoir
2665,1979,1,1,Queensland,-16.356667,145.084444,Desailly
2666,1944,1,1,Queensland,-17.315,145.551111,Upper Barron
2667,1994,8,1,Queensland,-26.906739,152.976062,Glass House Mountains
2668,1974,1,1,Queensland,-27.231667,152.417778,Esk (Qld)
2669,2005,11,19,Queensland,-24.607298,151.304681,Boyne Valley
2670,2010,10,27,Queensland,-17.48808,138.21923,Nicholson (Qld)
2671,1958,1,1,Queensland,-27.665,152.467778,Grandchester
2672,2011,11,23,Queensland,-23.37687,148.88326,Blackwater
2673,1990,1,1,Queensland,-23.6318,144.217815,Longreach (Qld)
2674,2016,8,8,Queensland,-16.510945,145.032158,Mount Carbine
2675,1991,1,1,Queensland,-19.498451,146.86777,Toonpan
2676,1991,10,25,Queensland,-27.540076,152.209414,Ringwood (Qld)
2677,2005,8,11,Queensland,-15.4375,145.183889,Cooktown
2678,2014,4,6,Queensland,-18.64943,138.65515,Lawn Hill
2679,1994,12,1,Queensland,-26.906739,152.976062,Glass House Mountains
2680,2015,9,5,Queensland,-13.21047,142.60982,Archer River
2681,1997,6,23,Queensland,-25.031288,152.308632,Elliott (Qld)
2682,1994,4,16,Queensland,-27.573409,152.27608,Gatton
2683,2013,2,24,Queensland,-26.50763,150.22392,Kowguran
2684,1996,4,28,Queensland,-27.5925,152.549444,Tallegalla
2685,2013,5,18,Queensland,-16.589444,145.203867,Mount Carbine
2686,2008,11,9,Queensland,-27.49478,153.432334,North Stradbroke Island
2687,2021,2,19,Queensland,-26.181,152.7322,Greens Creek (Qld)
2688,2015,3,30,Queensland,-26.69107,152.74495,Curramore (Qld)
2689,2012,2,20,Queensland,-27.65296,152.02785,Rockmount
2690,1971,1,1,Queensland,-23.081667,148.017778,Capella
2691,1996,3,27,Queensland,-26.058785,152.642162,Curra
2692,2013,2,25,Queensland,-27.58102,151.974013,Rangeville
2693,2006,7,1,Queensland,-20.788413,147.736706,Newlands (Qld)
2694,2014,8,15,Queensland,-18.699466,138.488134,Lawn Hill
2695,2003,3,19,Queensland,-19.366667,140.555833,Four Ways
2696,2015,3,17,Queensland,-21.80502,148.11436,Moranbah
2697,2010,6,2,Queensland,-13.4689,142.6946,Coen
2698,1993,9,1,Queensland,-27.666457,153.264675,Carbrook
2699,2003,3,14,Queensland,-15.481944,145.177778,Cooktown
2700,2013,2,24,Queensland,-26.51425,150.23235,Kowguran
2701,1994,3,2,Queensland,-12.615327,143.43128,Iron Range
2702,1939,1,1,Queensland,-18.648333,146.167778,Ingham
2703,2005,11,26,Queensland,-24.35114,151.604153,Mount Tom
2704,2008,2,1,Queensland,-24.349838,151.003969,Tablelands (Gladstone - Qld)
2705,2000,2,28,Queensland,-23.654764,149.767479,Duaringa
2706,2002,9,5,Queensland,-18.2868,145.283604,Wairuna
2707,1957,1,1,Queensland,-27.435833,153.171944,Wynnum
2708,2004,12,10,Queensland,-11.987754,141.868271,Mapoon
2709,1993,11,1,Queensland,-27.556742,152.342745,Lawes
2710,1999,1,15,Queensland,-17.579722,145.474167,Ravenshoe
2711,2019,1,18,Queensland,-15.440556,145.190833,Cooktown
2712,2000,4,4,Queensland,-26.437657,150.828333,Barakula
2713,1993,10,29,Queensland,-27.323404,153.026065,Bracken Ridge
2714,1998,5,19,Queensland,-26.129478,150.782483,Kragra
2715,1974,1,1,Queensland,-19.281667,146.788611,Pimlico (Qld)
2716,1979,1,1,Queensland,-19.565,140.367778,Four Ways
2717,1979,1,1,Queensland,-27.340071,152.976066,Albany Creek
2718,1999,4,20,Queensland,-23.247488,149.752071,Glenroy (Qld)
2719,1937,1,1,Queensland,-19.565,147.401111,Ayr
2720,2000,11,9,Queensland,-26.838766,152.87807,Peachester
2721,1995,11,1,Queensland,-27.49841,152.20908,Seventeen Mile
2722,1993,11,1,Queensland,-27.590075,152.359412,Forest Hill (Qld)
2723,2000,7,29,Queensland,-19.626389,146.681389,Granite Vale
2724,2004,1,26,Queensland,-27.49478,153.432334,North Stradbroke Island
2725,1974,1,1,Queensland,-25.648333,149.801111,Taroom
2726,1978,12,14,Queensland,-13.825821,143.466449,Coen
2727,2020,2,25,Queensland,-25.76277,152.53223,Netherby (Qld)
2728,1994,1,16,Queensland,-27.523402,153.209397,Capalaba
2729,2010,9,9,Queensland,-19.10182,146.19716,Paluma
2730,2000,3,9,Queensland,-23.913192,149.843799,Barnard
2731,2006,5,26,Queensland,-20.649907,147.625098,Springlands
2732,1996,2,16,Queensland,-25.881129,152.619122,Bauple Forest
2733,1995,10,9,Queensland,-24.646249,151.704472,Lowmead
2734,1969,1,1,Queensland,-26.481667,151.834444,Kingaroy
2735,1980,1,1,Queensland,-27.373403,153.088565,Nudgee
2736,1994,1,1,Queensland,-27.635347,153.090233,Karawatha
2737,2020,5,10,Queensland,-27.550846,151.993798,Prince Henry Heights
2738,2010,9,19,Queensland,-19.15816,146.11388,Paluma
2739,2010,11,19,Queensland,-26.81035,153.08395,Baringa
2740,1993,1,22,Queensland,-27.956734,153.2594,Guanaba
2741,1962,1,1,Queensland,-17.215,145.567778,Kairi
2742,2016,9,11,Queensland,-16.510945,145.032158,Mount Carbine
2743,1971,5,1,Queensland,-21.1697,149.1881,South Mackay
2744,2010,7,25,Queensland,-27.49901,152.13731,Helidon
2745,2000,8,30,Queensland,-25.6675,152.659444,Teddington
2746,1996,4,28,Queensland,-27.590334,152.525857,Tallegalla
2747,1981,5,25,Queensland,-12.956832,141.792792,Mission River
2748,2002,3,9,Queensland,-16.988333,144.298611,Rookwood (Qld)
2749,2003,1,2,Queensland,-17.457778,145.278611,Silver Valley
2750,1997,7,11,Queensland,-24.559555,151.326618,Boyne Valley
2751,1993,11,1,Queensland,-26.906739,152.976062,Glass House Mountains
2752,1992,9,29,Queensland,-27.956739,152.576078,Frazerview
2753,1994,1,20,Queensland,-27.640071,152.87607,Bellbird Park
2754,1997,2,11,Queensland,-26.273144,152.347756,Wrattens Forest
2755,1992,2,1,Queensland,-22.6475,150.460556,Shoalwater (Qld)
2756,2011,2,15,Queensland,-25.48252,149.638903,Broadmere
2757,2016,9,10,Queensland,-16.510945,145.032158,Mount Carbine
2758,2001,1,19,Queensland,-18.500556,143.523889,Forsayth
2759,1993,10,1,Queensland,-26.906739,152.976062,Glass House Mountains
2760,2003,1,23,Queensland,-25.425614,152.485331,Duckinwilla
2761,1999,1,20,Queensland,-25.878669,152.621176,Bauple Forest
2762,2021,3,22,Queensland,-27.366677,152.890153,Samford Valley
2763,1960,1,1,Queensland,-19.348333,146.551111,Hervey Range
2764,2000,2,21,Queensland,-26.822461,152.890597,Peachester
2765,2016,9,9,Queensland,-16.510945,145.032158,Mount Carbine
2766,1994,6,1,Queensland,-27.690077,152.059418,Rockmount
2767,1995,3,28,Queensland,-26.965527,152.891341,Elimbah
2768,2016,9,11,Queensland,-16.503115,145.059613,Mount Carbine
2769,1968,1,1,Queensland,-24.398333,150.517778,Biloela
2770,1997,10,13,Queensland,-25.727833,152.330623,Glenbar
2771,1992,11,24,Queensland,-27.987294,152.6233,Mount French
2772,1997,8,9,Queensland,-27.487146,152.676675,Fairney View
2773,1997,6,23,Queensland,-25.016122,152.315556,Elliott (Qld)
2774,1991,3,20,Queensland,-26.760354,152.510513,Jimna
2775,2016,9,10,Queensland,-16.503115,145.059613,Mount Carbine
2776,2021,2,6,Queensland,-25.344537,152.767487,Walligan
2777,1950,1,1,Queensland,-27.451111,152.934444,The Gap (Brisbane - Qld)
2778,1954,1,1,Queensland,-27.498333,153.238611,Wellington Point
2779,1974,1,1,Queensland,-18.981667,146.017778,Paluma
2780,2000,10,27,Queensland,-27.529444,152.937778,Jindalee (Qld)
2781,2005,1,1,Queensland,-27.491993,152.867935,Upper Brookfield
2782,1974,1,1,Queensland,-17.798333,145.634444,Kooroomool
2783,1994,5,11,Queensland,-24.645003,152.007,Watalgan
2784,1991,9,1,Queensland,-19.306667,146.234444,Dotswood
2785,1980,1,1,Queensland,-20.998333,148.859444,Kuttabul
2786,1993,1,23,Queensland,-27.323404,153.076064,Sandgate (Qld)
2787,1999,3,23,Queensland,-26.036656,151.629182,Wigton
2788,2002,6,6,Queensland,-24.299516,151.945501,Deepwater (Qld)
2789,2005,1,1,Queensland,-27.491993,152.867935,Upper Brookfield
2790,1992,10,1,Queensland,-21.212222,148.662222,Pinnacle (Qld)
2791,2014,7,12,Queensland,-27.5661,152.59557,Marburg
2792,1960,1,1,Queensland,-26.165,151.601111,Proston
2793,2008,9,29,Queensland,-21.535246,149.478665,Koumala
2794,2016,3,3,Queensland,-26.34728,150.80066,Barakula
2795,1974,1,1,Queensland,-25.615,151.617778,Gayndah
2796,1980,3,1,Queensland,-27.560902,153.192731,Sheldon
2797,1974,1,1,Queensland,-20.281667,147.801111,Bogie
2798,2013,5,23,Queensland,-16.525534,145.011759,Mount Carbine
2799,1994,1,19,Queensland,-28.309083,152.854778,Running Creek (Qld)
2800,1978,1,1,Queensland,-20.731667,143.134444,Richmond (Richmond - Qld)
2801,2007,1,18,Queensland,-17.167543,145.530159,Tinaroo
2802,2007,3,26,Queensland,-25.038071,152.349445,Elliott (Qld)
2803,2008,1,7,Queensland,-28.219723,152.839333,Rathdowney
2804,1990,12,14,Queensland,-19.340139,146.611972,Alice River
2805,1994,2,8,Queensland,-27.140071,153.059397,
2806,2013,5,26,Queensland,-12.04301,142.06067,Mapoon
2807,2021,1,26,Queensland,-26.354153,152.844286,Pomona (Qld)
2808,1992,2,1,Queensland,-22.644167,150.730556,Shoalwater (Qld)
2809,1992,11,25,Queensland,-27.206737,153.076064,Rothwell
2810,1993,8,27,Queensland,-26.673405,153.042726,Buderim
2811,1994,1,8,Queensland,-28.190068,153.192737,Natural Bridge
2812,1972,1,1,Queensland,-28.115,153.467778,Palm Beach (Qld)
2813,2017,5,24,Queensland,-17.86912,145.36392,Glen Ruth
2814,2002,6,7,Queensland,-24.228128,151.809391,Eurimbula
2815,1973,1,1,Queensland,-27.515,152.976111,Chelmer
2816,1973,1,1,Queensland,-28.081667,153.367778,Mudgeeraba
2817,2007,2,1,Queensland,-26.388408,152.724762,Tuchekoi
2818,2010,4,18,Queensland,-17.611455,145.797645,Wooroonooran (Cassowary Coast - Qld)
2819,1974,1,1,Queensland,-27.365,152.884444,Samford Valley
2820,2000,5,23,Queensland,-22.872326,148.229156,Mount Macarthur
2821,1979,1,1,Queensland,-17.14,144.467778,Chillagoe
2822,1997,9,18,Queensland,-26.399803,151.955042,Charlestown (Qld)
2823,2009,1,7,Queensland,-26.850244,150.137302,Condamine
2824,2010,1,21,Queensland,-28.1725,153.041944,Kerry
2825,1996,10,12,Queensland,-25.393417,150.161093,Cracow
2826,2018,2,21,Queensland,-26.39002,152.658085,Kandanga
2827,2000,3,6,Queensland,-23.967194,149.870116,Kokotungo
2828,2007,10,12,Queensland,-26.333639,152.823278,Cooran
2829,1992,11,24,Queensland,-27.690071,152.876071,Spring Mountain (Qld)
2830,2001,3,16,Queensland,-17.980556,141.884722,Blackbull
2831,1993,10,21,Queensland,-13.406995,142.314459,Archer River
2832,2008,4,15,Queensland,-16.532499,145.018329,Mount Carbine
2833,2001,8,7,Queensland,-25.279722,151.070556,Ceratodus
2834,1992,12,1,Queensland,-27.690077,152.059418,Rockmount
2835,1976,6,9,Queensland,-16.921451,145.699629,Redlynch
2836,2005,1,16,Queensland,-26.883195,152.810755,Stanmore (Qld)
2837,1996,2,13,Queensland,-25.875001,152.623992,Bauple Forest
2838,1948,1,1,Queensland,-19.681667,146.834444,Calcium
2839,2018,4,8,Queensland,-18.341667,142.599167,Gilbert River
2840,1992,11,25,Queensland,-27.723404,152.876071,Spring Mountain (Qld)
2841,2008,4,15,Queensland,-16.562411,145.090433,Mount Carbine
2842,1973,1,1,Queensland,-26.515,151.184444,Darr Creek
2843,1997,7,7,Queensland,-24.566587,151.312733,Boyne Valley
2844,2003,2,5,Queensland,-26.940468,152.7984,Woodford (Qld)
2845,1938,1,1,Queensland,-17.598333,146.001111,Boogan
2846,1994,1,5,Queensland,-27.440071,152.9594,Enoggera
2847,1983,10,12,Queensland,-24.435918,151.901058,Baffle Creek
2848,1992,8,26,Queensland,-27.673411,152.059418,Stockyard (Lockyer Valley - Qld)
2849,1995,5,15,Queensland,-15.163641,145.012771,Hope Vale
