,Year,Month,Day,State,Latitude,Longitude,Suburb
10294,2005,4,13,Northern Territory,-14.132264,132.660097,Nitmiluk
10295,2017,7,22,Northern Territory,-17.41853,137.78871,Calvert (NT)
10296,2009,8,7,Northern Territory,-14.020241,134.321248,Flying Fox (NT)
10297,2016,10,9,Northern Territory,-12.952059,132.679878,Kakadu
10298,2015,3,1,Northern Territory,-13.758719,131.825498,Pine Creek (NT)
10299,2008,7,23,Northern Territory,-16.26966,136.085779,McArthur
10300,2011,7,25,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10301,2014,10,8,Northern Territory,-14.20303,130.90186,Tipperary (NT)
10302,2014,8,10,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10303,2018,7,31,Northern Territory,-12.19987,131.16269,Koolpinyah
10304,2013,8,16,Northern Territory,-14.042665,134.272629,Flying Fox (NT)
10305,2016,12,4,Northern Territory,-12.910626,132.872897,Kakadu
10306,2009,11,19,Northern Territory,-13.928415,131.222664,Douglas-Daly
10307,2012,7,12,Northern Territory,-16.24791,137.70836,Calvert (NT)
10308,2010,7,5,Northern Territory,-13.930938,131.221458,Douglas-Daly
10309,2015,5,19,Northern Territory,-14.37209,132.55377,Nitmiluk
10310,2016,10,31,Northern Territory,-12.999526,132.635424,Kakadu
10311,2016,10,25,Northern Territory,-12.888615,132.890735,Kakadu
10312,2010,7,9,Northern Territory,-13.928415,131.222664,Douglas-Daly
10313,2011,8,12,Northern Territory,-14.238864,134.132249,Flying Fox (NT)
10314,2013,8,17,Northern Territory,-14.21003,134.56943,Flying Fox (NT)
10315,2011,7,27,Northern Territory,-14.153991,134.464311,Flying Fox (NT)
10316,2006,11,9,Northern Territory,-13.788839,131.185495,Tipperary (NT)
10317,2010,7,7,Northern Territory,-13.930938,131.221458,Douglas-Daly
10318,2014,6,20,Northern Territory,-16.798018,137.249923,Calvert (NT)
10319,2010,7,7,Northern Territory,-13.928415,131.222664,Douglas-Daly
10320,2016,9,9,Northern Territory,-13.438451,132.275659,Kakadu
10321,2014,8,9,Northern Territory,-14.153991,134.464311,Flying Fox (NT)
10322,2020,10,19,Northern Territory,-14.394498,132.394732,Lansdowne (NT)
10323,2016,5,12,Northern Territory,-12.408612,130.823785,East Point
10324,2014,6,20,Northern Territory,-16.798018,137.249923,Calvert (NT)
10325,2017,6,14,Northern Territory,-12.697391,133.353594,West Arnhem
10326,2019,8,22,Northern Territory,-12.51641,130.86644,Wickham (NT)
10327,2011,7,27,Northern Territory,-14.153991,134.464311,Flying Fox (NT)
10328,2013,8,16,Northern Territory,-14.042665,134.272629,Flying Fox (NT)
10329,2011,7,25,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10330,2011,5,31,Northern Territory,-12.583333,131.316667,Middle Point
10331,2014,6,14,Northern Territory,-12.998175,131.016165,Rum Jungle
10332,2005,4,9,Northern Territory,-14.011133,132.289685,Nitmiluk
10333,2014,10,11,Northern Territory,-14.20303,130.90186,Tipperary (NT)
10334,2016,11,4,Northern Territory,-13.038053,132.648591,Kakadu
10335,2014,8,8,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10336,2016,11,3,Northern Territory,-12.861106,132.955786,Kakadu
10337,2020,10,18,Northern Territory,-14.407613,132.413993,Lansdowne (NT)
10338,2016,9,9,Northern Territory,-12.894983,131.995868,Kakadu
10339,2011,4,15,Northern Territory,-14.011133,132.289685,Nitmiluk
10340,2018,12,17,Northern Territory,-12.40357,131.23747,Koolpinyah
10341,2017,8,19,Northern Territory,-12.972183,132.587222,Kakadu
10342,2014,8,10,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10343,2015,5,14,Northern Territory,-14.714804,134.881841,Wilton (NT)
10344,2017,7,3,Northern Territory,-17.21366,137.69241,Calvert (NT)
10345,2016,11,8,Northern Territory,-12.963498,132.810179,Kakadu
10346,2014,9,24,Northern Territory,-14.20303,130.90186,Tipperary (NT)
10347,2016,10,22,Northern Territory,-12.905147,132.799982,Kakadu
10348,2007,4,30,Northern Territory,-14.437119,132.447887,Lansdowne (NT)
10349,2015,5,14,Northern Territory,-14.714804,134.881841,Wilton (NT)
10350,2016,10,31,Northern Territory,-12.912816,132.643244,Kakadu
10351,2022,4,6,Northern Territory,-16.6806,133.4102,Birdum
10352,2008,5,12,Northern Territory,-13.650609,131.294844,Douglas-Daly
10353,2014,9,16,Northern Territory,-12.672827,134.242083,West Arnhem
10354,2014,9,30,Northern Territory,-14.20303,130.90186,Tipperary (NT)
10355,2009,8,7,Northern Territory,-14.021495,134.325835,Flying Fox (NT)
10356,2015,9,8,Northern Territory,-14.1555,131.05585,Tipperary (NT)
10357,2014,8,10,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10358,2014,8,9,Northern Territory,-14.153991,134.464311,Flying Fox (NT)
10359,2013,2,17,Northern Territory,-12.9067,131.6478,Mount Bundey
10360,2012,8,8,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10361,2015,10,1,Northern Territory,-14.1555,131.05585,Tipperary (NT)
10362,2009,1,5,Northern Territory,-12.46,130.983,Holtze
10363,2016,10,18,Northern Territory,-12.888615,132.890735,Kakadu
10364,2011,3,28,Northern Territory,-13.26373,130.96529,Litchfield Park
10365,2016,11,6,Northern Territory,-12.963498,132.810179,Kakadu
10366,2017,7,12,Northern Territory,-17.60082,137.88727,Calvert (NT)
10367,2013,8,15,Northern Territory,-14.042665,134.272629,Flying Fox (NT)
10368,2017,5,5,Northern Territory,-14.338073,132.481198,Nitmiluk
10369,2015,5,18,Northern Territory,-14.30762,132.39912,Nitmiluk
10370,2014,9,5,Northern Territory,-12.787972,134.360828,West Arnhem
10371,2022,4,30,Northern Territory,-15.355118,132.885517,Sturt Plateau
10372,2022,2,7,Northern Territory,-14.98819,133.40532,Elsey
10373,2013,8,16,Northern Territory,-14.184983,134.6111,Flying Fox (NT)
10374,2014,8,9,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10375,2013,8,16,Northern Territory,-14.042665,134.272629,Flying Fox (NT)
10376,2010,6,23,Northern Territory,-16.78125,137.45249,Calvert (NT)
10377,2006,11,4,Northern Territory,-15.977147,135.293558,McArthur
10378,2017,7,9,Northern Territory,-17.60082,137.88727,Calvert (NT)
10379,2014,8,8,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10380,2001,4,19,Northern Territory,-13.96588,132.86309,Gulung Mardrulk
10381,2011,12,1,Northern Territory,-13.80771,130.97035,Tipperary (NT)
10382,2017,6,25,Northern Territory,-11.46196,132.12178,Cobourg
10383,2018,6,26,Northern Territory,-12.666312,131.106731,Noonamah
10384,2014,8,8,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10385,2009,2,5,Northern Territory,-12.46,130.983,Holtze
10386,2006,11,17,Northern Territory,-13.789402,131.139416,Tipperary (NT)
10387,2022,2,9,Northern Territory,-15.09817,133.07716,Elsey
10388,2009,2,25,Northern Territory,-12.53216,131.08867,McMinns Lagoon
10389,2014,8,9,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10390,2018,8,19,Northern Territory,-12.521,131.20488,Black Jungle
10391,2011,7,18,Northern Territory,-12.65082,134.09482,West Arnhem
10392,2015,12,3,Northern Territory,-13.60359,132.29919,Kakadu
10393,2009,8,7,Northern Territory,-14.042665,134.272629,Flying Fox (NT)
10394,2011,8,17,Northern Territory,-14.26965,134.45948,Flying Fox (NT)
10395,2022,4,10,Northern Territory,-15.355118,132.885517,Sturt Plateau
10396,2016,9,16,Northern Territory,-12.878602,131.998113,Kakadu
10397,2016,9,12,Northern Territory,-13.559858,132.315936,Kakadu
10398,2009,1,22,Northern Territory,-12.526,131.123,Herbert
10399,2019,6,20,Northern Territory,-13.43102,132.41936,Gulung Mardrulk
10400,2013,8,20,Northern Territory,-14.297795,134.492394,Wilton (NT)
10401,2001,9,29,Northern Territory,-13.73216,132.70022,Gulung Mardrulk
10402,2014,6,21,Northern Territory,-16.805449,137.249199,Calvert (NT)
10403,2016,7,11,Northern Territory,-16.067695,137.280138,Calvert (NT)
10404,2016,7,11,Northern Territory,-16.067695,137.280138,Calvert (NT)
10405,2014,10,16,Northern Territory,-14.48036,135.199537,Wilton (NT)
10406,2019,6,15,Northern Territory,-13.43102,132.41936,Gulung Mardrulk
10407,2015,9,2,Northern Territory,-14.1555,131.05585,Tipperary (NT)
10408,2017,5,7,Northern Territory,-12.763837,133.374189,West Arnhem
10409,2012,3,13,Northern Territory,-13.97212,130.75262,Tipperary (NT)
10410,2016,11,6,Northern Territory,-13.03641,132.702328,Kakadu
10411,2013,8,1,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10412,2007,7,15,Northern Territory,-13.709095,131.20677,Douglas-Daly
10413,2018,5,9,Northern Territory,-13.83,132.358,Nitmiluk
10414,2015,11,19,Northern Territory,-13.61215,132.30411,Kakadu
10415,2017,5,23,Northern Territory,-12.763837,133.374189,West Arnhem
10416,2021,9,15,Northern Territory,-14.87171,133.11069,Elsey
10417,2014,8,10,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10418,2016,8,10,Northern Territory,-14.21432,134.58908,Flying Fox (NT)
10419,2016,10,8,Northern Territory,-13.563492,132.33176,Kakadu
10420,2019,2,6,Northern Territory,-12.274103,131.047376,Murrumujuk
10421,2013,6,15,Northern Territory,-12.62071,132.36327,Kakadu
10422,2016,10,19,Northern Territory,-12.888615,132.890735,Kakadu
10423,2019,1,14,Northern Territory,-12.381254,131.183584,Koolpinyah
10424,2014,8,10,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10425,2015,4,22,Northern Territory,-13.761734,135.185793,East Arnhem
10426,2014,8,8,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10427,2011,7,6,Northern Territory,-14.21432,134.58908,Flying Fox (NT)
10428,2017,8,12,Northern Territory,-12.972183,132.587222,Kakadu
10429,2017,5,28,Northern Territory,-12.491239,133.108509,West Arnhem
10430,2014,9,8,Northern Territory,-12.787972,134.360828,West Arnhem
10431,2022,2,15,Northern Territory,-15.31077,132.86639,Sturt Plateau
10432,2014,8,8,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10433,2017,7,23,Northern Territory,-12.942767,132.638656,Kakadu
10434,2016,12,1,Northern Territory,-12.963498,132.810179,Kakadu
10435,2012,8,25,Northern Territory,-14.153991,134.464311,Flying Fox (NT)
10436,2013,6,22,Northern Territory,-16.36806,137.672633,Calvert (NT)
10437,2014,9,5,Northern Territory,-12.787972,134.360828,West Arnhem
10438,2012,7,11,Northern Territory,-16.24176,137.70752,Calvert (NT)
10439,2014,8,8,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10440,2016,10,29,Northern Territory,-12.861106,132.955786,Kakadu
10441,2014,8,24,Northern Territory,-14.21373,134.58018,Flying Fox (NT)
10442,2007,7,27,Northern Territory,-13.505709,130.980337,Tipperary (NT)
10443,2017,7,11,Northern Territory,-16.88956,137.83575,Calvert (NT)
10444,2011,9,23,Northern Territory,-14.05627,131.03946,Tipperary (NT)
10445,2007,5,17,Northern Territory,-13.780357,131.189134,Douglas-Daly
10446,2017,3,13,Northern Territory,-12.696211,134.052101,West Arnhem
10447,2013,8,2,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10448,2017,7,18,Northern Territory,-16.88956,137.83575,Calvert (NT)
10449,2015,9,4,Northern Territory,-14.1555,131.05585,Tipperary (NT)
10450,2016,9,15,Northern Territory,-12.884297,132.077274,Kakadu
10451,2008,10,31,Northern Territory,-12.547683,130.912284,Wickham (NT)
10452,2016,10,14,Northern Territory,-12.942767,132.638656,Kakadu
10453,2016,11,21,Northern Territory,-12.861106,132.955786,Kakadu
10454,2014,8,9,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10455,2019,8,20,Northern Territory,-13.53829,132.26381,Kakadu
10456,2017,6,16,Northern Territory,-12.491519,133.1089,West Arnhem
10457,2017,7,11,Northern Territory,-16.84853,137.75105,Calvert (NT)
10458,2022,5,21,Northern Territory,-14.93436,133.12444,Elsey
10459,2001,8,10,Northern Territory,-14.52976,134.84738,Wilton (NT)
10460,2018,9,4,Northern Territory,-12.56676,131.28816,Middle Point
10461,2014,8,8,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10462,2014,6,24,Northern Territory,-16.64307,137.43148,Calvert (NT)
10463,2013,8,22,Northern Territory,-14.2675,134.43953,Flying Fox (NT)
10464,2014,10,9,Northern Territory,-14.20303,130.90186,Tipperary (NT)
10465,2017,4,25,Northern Territory,-14.30737,132.39972,Nitmiluk
10466,2014,8,21,Northern Territory,-14.184983,134.6111,Flying Fox (NT)
10467,2014,10,1,Northern Territory,-14.20303,130.90186,Tipperary (NT)
10468,2017,5,23,Northern Territory,-11.384202,132.551553,Cobourg
10469,2019,5,5,Northern Territory,-12.88679,132.91946,Kakadu
10470,2011,3,1,Northern Territory,-12.63125,131.01725,Weddell
10471,2014,9,23,Northern Territory,-14.20303,130.90186,Tipperary (NT)
10472,2012,7,12,Northern Territory,-16.24791,137.70836,Calvert (NT)
10473,2003,4,5,Northern Territory,-16.410914,136.086391,McArthur
10474,2014,9,30,Northern Territory,-14.20303,130.90186,Tipperary (NT)
10475,2007,10,31,Northern Territory,-14.111419,131.395468,Douglas-Daly
10476,2015,6,24,Northern Territory,-16.0425,130.41512,Gregory (NT)
10477,2012,2,29,Northern Territory,-14.216201,131.909624,Edith (NT)
10478,2019,5,7,Northern Territory,-13.35768,132.03952,Kakadu
10479,2022,2,16,Northern Territory,-17.25306,133.45406,Pamayu
10480,2017,7,29,Northern Territory,-12.903962,132.891379,Kakadu
10481,2019,4,10,Northern Territory,-13.5126,132.50751,Gulung Mardrulk
10482,2016,10,8,Northern Territory,-13.5669,132.392603,Kakadu
10483,2019,9,9,Northern Territory,-12.56834,130.96346,Wickham (NT)
10484,2013,7,8,Northern Territory,-16.53471,137.37856,Calvert (NT)
10485,2005,4,16,Northern Territory,-14.261859,132.560508,Nitmiluk
10486,2014,10,11,Northern Territory,-14.20303,130.90186,Tipperary (NT)
10487,2010,10,14,Northern Territory,-12.575362,131.008044,Weddell
10488,2022,4,11,Northern Territory,-15.35543,132.885961,Sturt Plateau
10489,2014,10,28,Northern Territory,-14.20303,130.90186,Tipperary (NT)
10490,2013,7,8,Northern Territory,-16.53471,137.37856,Calvert (NT)
10491,2014,8,9,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10492,2014,10,8,Northern Territory,-14.20303,130.90186,Tipperary (NT)
10493,2020,10,9,Northern Territory,-14.432435,132.257673,Emungalan
10494,2013,8,2,Northern Territory,-14.129933,134.473961,Flying Fox (NT)
10495,2007,4,30,Northern Territory,-14.439193,132.439177,Lansdowne (NT)
10496,2019,6,16,Northern Territory,-12.78823,132.17513,Kakadu
10497,2019,5,3,Northern Territory,-13.53829,132.26381,Kakadu
10498,2014,9,22,Northern Territory,-14.20303,130.90186,Tipperary (NT)
10499,2016,10,15,Northern Territory,-12.964832,132.625913,Kakadu
10500,2015,10,11,Northern Territory,-14.1555,131.05585,Tipperary (NT)
10501,2016,9,16,Northern Territory,-12.860016,132.133584,Kakadu
10502,2015,6,14,Northern Territory,-16.04287,130.4147,Gregory (NT)
10503,2019,6,15,Northern Territory,-13.53829,132.26381,Kakadu
10504,2021,9,2,Northern Territory,-14.87182,133.11119,Elsey
10505,2014,10,11,Northern Territory,-14.20303,130.90186,Tipperary (NT)
10506,1998,1,23,Northern Territory,-12.416667,130.916667,Berrimah
10507,2014,6,22,Northern Territory,-16.80838,137.246633,Calvert (NT)
10508,2015,6,24,Northern Territory,-16.04287,130.4147,Gregory (NT)
10509,2016,11,11,Northern Territory,-12.963498,132.810179,Kakadu
10510,2019,8,18,Northern Territory,-12.5723,130.93713,Wickham (NT)
10511,2014,12,10,Northern Territory,-14.649419,134.75133,Wilton (NT)
10512,2022,3,2,Northern Territory,-14.93783,133.1664,Elsey
10513,2007,11,18,Northern Territory,-13.011918,130.96536,Rum Jungle
10514,2013,7,8,Northern Territory,-16.53471,137.37856,Calvert (NT)
10515,2014,8,10,Northern Territory,-14.129933,134.473961,Flying Fox (NT)
10516,2009,3,13,Northern Territory,-13.74152,132.6237,Gulung Mardrulk
10517,2018,9,5,Northern Territory,-12.23769,131.14966,Koolpinyah
10518,2009,2,4,Northern Territory,-12.5254,131.02918,Virginia (NT)
10519,2014,8,22,Northern Territory,-14.21223,134.57502,Flying Fox (NT)
10520,2015,4,15,Northern Territory,-12.63226,132.33558,Kakadu
10521,2004,2,25,Northern Territory,-13.44375,132.85302,Gulung Mardrulk
10522,2019,11,11,Northern Territory,-12.5672,130.96161,Wickham (NT)
10523,2019,9,28,Northern Territory,-12.56834,130.96346,Wickham (NT)
10524,2011,3,1,Northern Territory,-12.566194,131.148,Humpty Doo
10525,2014,8,8,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10526,2020,9,26,Northern Territory,-12.33553,130.89737,Lee Point
10527,2009,3,23,Northern Territory,-13.044433,132.93787,Kakadu
10528,2019,8,21,Northern Territory,-12.51641,130.86644,Wickham (NT)
10529,2013,8,16,Northern Territory,-14.21432,134.58908,Flying Fox (NT)
10530,2017,7,11,Northern Territory,-17.48184,137.64438,Calvert (NT)
10531,2017,5,15,Northern Territory,-15.88915,130.19906,Gregory (NT)
10532,2014,6,20,Northern Territory,-16.798018,137.249923,Calvert (NT)
10533,2002,5,1,Northern Territory,-14.81737,134.41149,Limmen
10534,2014,8,9,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10535,2017,7,14,Northern Territory,-17.48184,137.64438,Calvert (NT)
10536,2017,6,18,Northern Territory,-12.491519,133.1089,West Arnhem
10537,2014,8,21,Northern Territory,-14.21432,134.58908,Flying Fox (NT)
10538,2013,7,6,Northern Territory,-16.73413,137.43544,Calvert (NT)
10539,2008,3,11,Northern Territory,-13.48991,132.26012,Kakadu
10540,2014,8,8,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10541,2014,8,14,Northern Territory,-14.22166,134.11208,Flying Fox (NT)
10542,2016,9,15,Northern Territory,-13.563377,132.33126,Kakadu
10543,2014,8,8,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10544,2016,10,21,Northern Territory,-12.927188,132.88722,Kakadu
10545,2015,9,24,Northern Territory,-14.1555,131.05585,Tipperary (NT)
10546,2016,9,13,Northern Territory,-13.563492,132.33176,Kakadu
10547,2012,7,11,Northern Territory,-16.24791,137.70836,Calvert (NT)
10548,2014,8,8,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10549,2001,8,11,Northern Territory,-14.51286,134.83798,Wilton (NT)
10550,2015,5,19,Northern Territory,-14.37209,132.55377,Nitmiluk
10551,2012,7,10,Northern Territory,-16.24791,137.70836,Calvert (NT)
10552,2010,10,22,Northern Territory,-12.60564,131.0244,Weddell
10553,2022,4,5,Northern Territory,-15.35543,132.885961,Sturt Plateau
10554,2013,8,15,Northern Territory,-14.21373,134.58018,Flying Fox (NT)
10555,2014,8,8,Northern Territory,-14.176509,134.465174,Flying Fox (NT)
10556,2019,6,22,Northern Territory,-13.43102,132.41936,Gulung Mardrulk
10557,2005,9,14,Northern Territory,-12.095838,135.359875,East Arnhem
10558,2019,5,20,Northern Territory,-12.44057,132.97034,Kakadu
10559,2019,5,16,Northern Territory,-13.51287,132.50688,Gulung Mardrulk
10560,2015,9,15,Northern Territory,-14.1555,131.05585,Tipperary (NT)
10561,2013,6,13,Northern Territory,-12.40145,132.9588,Kakadu
10562,2008,6,22,Northern Territory,-12.682305,132.54216,Kakadu
10563,2016,8,10,Northern Territory,-14.21373,134.58018,Flying Fox (NT)
10564,2009,1,15,Northern Territory,-12.551,131.08,McMinns Lagoon
10565,2016,11,8,Northern Territory,-12.841942,132.912403,Kakadu
10566,2010,10,24,Northern Territory,-13.27105,136.05461,East Arnhem
10567,2017,7,5,Northern Territory,-12.96408,132.810856,Kakadu
10568,2014,9,30,Northern Territory,-14.20303,130.90186,Tipperary (NT)
10569,2021,6,7,Northern Territory,-16.50527,132.81142,Birdum
10570,2022,2,16,Northern Territory,-15.23421,132.25478,Sturt Plateau
10571,2009,3,11,Northern Territory,-13.607396,132.960673,Gulung Mardrulk
10572,2019,6,10,Northern Territory,-12.44071,132.96976,Kakadu
10573,2017,5,16,Northern Territory,-15.88966,130.1998,Gregory (NT)
10574,2013,7,9,Northern Territory,-16.53471,137.37856,Calvert (NT)
10575,2016,10,18,Northern Territory,-12.904092,132.890698,Kakadu
10576,2010,6,17,Northern Territory,-16.73413,137.43544,Calvert (NT)
10577,2017,7,19,Northern Territory,-17.48184,137.64438,Calvert (NT)
10578,2022,2,10,Northern Territory,-15.23421,132.25478,Sturt Plateau
10579,2017,4,24,Northern Territory,-14.30737,132.39972,Nitmiluk
10580,2019,6,15,Northern Territory,-12.44071,132.96976,Kakadu
10581,2016,8,8,Northern Territory,-14.21432,134.58908,Flying Fox (NT)
10582,2022,2,6,Northern Territory,-16.48308,134.42226,Arnold (NT)
10583,2014,5,22,Northern Territory,-14.05985,131.1982,Tipperary (NT)
10584,2022,2,3,Northern Territory,-16.55559,134.73894,Arnold (NT)
10585,2009,2,25,Northern Territory,-12.562,131.089,Humpty Doo
10586,2013,8,27,Northern Territory,-14.22166,134.11208,Flying Fox (NT)
10587,2017,7,9,Northern Territory,-12.942767,132.638656,Kakadu
10588,2017,7,10,Northern Territory,-12.943303,132.638393,Kakadu
10589,2010,10,28,Northern Territory,-12.66983,130.9917,Weddell
10590,2011,11,18,Northern Territory,-16.26547,137.74025,Calvert (NT)
10591,2019,2,27,Northern Territory,-12.613263,131.077426,Humpty Doo
10592,2019,5,21,Northern Territory,-12.44057,132.97034,Kakadu
10593,2014,6,21,Northern Territory,-16.798018,137.249923,Calvert (NT)
10594,2007,7,26,Northern Territory,-13.593425,131.39133,Douglas-Daly
10595,2009,1,8,Northern Territory,-12.56216,131.08872,McMinns Lagoon
10596,2011,3,1,Northern Territory,-12.6135,131.077778,Noonamah
10597,2016,10,13,Northern Territory,-12.964832,132.625913,Kakadu
10598,2017,7,11,Northern Territory,-16.88956,137.83575,Calvert (NT)
10599,2004,2,24,Northern Territory,-13.19274,132.30194,Kakadu
10600,2018,5,31,Northern Territory,-12.604639,131.117141,Humpty Doo
10601,2012,7,11,Northern Territory,-16.24791,137.70836,Calvert (NT)
10602,2014,8,15,Northern Territory,-14.22166,134.11208,Flying Fox (NT)
10603,2017,7,13,Northern Territory,-17.48184,137.64438,Calvert (NT)
10604,2010,10,20,Northern Territory,-12.563133,130.981497,Weddell
10605,2017,7,11,Northern Territory,-16.88956,137.83575,Calvert (NT)
10606,2016,10,10,Northern Territory,-13.038053,132.648591,Kakadu
10607,2017,7,15,Northern Territory,-17.06591,137.90973,Calvert (NT)
10608,2018,8,28,Northern Territory,-12.23769,131.14966,Koolpinyah
10609,2014,6,14,Northern Territory,-12.992402,131.001829,Rum Jungle
10610,2021,10,4,Northern Territory,-14.8714,133.11099,Elsey
10611,2020,9,22,Northern Territory,-14.505917,132.21471,Cossack (NT)
10612,2013,8,16,Northern Territory,-14.21373,134.58018,Flying Fox (NT)
10613,2017,7,16,Northern Territory,-16.88956,137.83575,Calvert (NT)
10614,2017,5,21,Northern Territory,-16.4562,130.54498,Gregory (NT)
10615,2007,5,31,Northern Territory,-13.641899,131.102833,Tipperary (NT)
10616,2017,7,17,Northern Territory,-16.88956,137.83575,Calvert (NT)
10617,2016,3,7,Northern Territory,-12.57851,131.017389,Weddell
10618,2019,7,11,Northern Territory,-12.44057,132.97034,Kakadu
10619,2001,9,4,Northern Territory,-13.52246,132.54553,Gulung Mardrulk
10620,2011,4,14,Northern Territory,-14.19477,132.16764,Nitmiluk
10621,2014,8,24,Northern Territory,-14.21373,134.58018,Flying Fox (NT)
10622,2015,3,1,Northern Territory,-13.758719,131.825498,Pine Creek (NT)
10623,2005,4,5,Northern Territory,-13.814508,132.413329,Nitmiluk
10624,2017,4,11,Northern Territory,-14.13274,132.4563,Nitmiluk
10625,2013,8,17,Northern Territory,-14.21223,134.57502,Flying Fox (NT)
10626,2016,10,17,Northern Territory,-12.912115,132.6432,Kakadu
10627,2017,7,10,Northern Territory,-17.60082,137.88727,Calvert (NT)
10628,2016,11,12,Northern Territory,-12.913138,132.643469,Kakadu
10629,2015,9,1,Northern Territory,-15.34171,131.22624,Bradshaw
10630,2018,7,30,Northern Territory,-12.414,131.07906,Howard Springs
10631,2017,8,7,Northern Territory,-12.910626,132.872897,Kakadu
10632,2011,8,9,Northern Territory,-14.21223,134.57502,Flying Fox (NT)
10633,2016,8,9,Northern Territory,-14.21223,134.57502,Flying Fox (NT)
10634,2017,8,2,Northern Territory,-12.910626,132.872897,Kakadu
10635,2014,4,11,Northern Territory,-12.62457,132.36762,Kakadu
10636,2002,10,3,Northern Territory,-13.244,135.8501,East Arnhem
10637,2009,1,15,Northern Territory,-12.526,131.123,Herbert
10638,2013,8,16,Northern Territory,-14.042665,134.272629,Flying Fox (NT)
10639,2016,8,10,Northern Territory,-14.21223,134.57502,Flying Fox (NT)
10640,2017,7,15,Northern Territory,-16.88956,137.83575,Calvert (NT)
10641,2014,10,8,Northern Territory,-13.917211,130.792403,Tipperary (NT)
10642,2019,6,6,Northern Territory,-12.44071,132.96976,Kakadu
10643,2011,3,1,Northern Territory,-12.6425,131.085,Noonamah
10644,2011,3,1,Northern Territory,-12.468444,131.136528,Koolpinyah
10645,2017,7,3,Northern Territory,-17.06591,137.90973,Calvert (NT)
10646,2017,5,14,Northern Territory,-16.45617,130.54538,Gregory (NT)
10647,2013,8,15,Northern Territory,-14.184983,134.6111,Flying Fox (NT)
10648,2013,8,1,Northern Territory,-14.146668,134.465851,Flying Fox (NT)
10649,2014,4,10,Northern Territory,-12.6214,132.3694,Kakadu
10650,2019,7,11,Northern Territory,-12.44071,132.96976,Kakadu
10651,2011,4,12,Northern Territory,-14.29038,132.43701,Nitmiluk
10652,2019,5,23,Northern Territory,-12.88722,132.9198,Kakadu
10653,2017,7,22,Northern Territory,-16.88956,137.83575,Calvert (NT)
10654,2014,8,24,Northern Territory,-12.787972,134.360828,West Arnhem
10655,2022,7,19,Northern Territory,-16.0127,134.6698,Arnold (NT)
10656,2019,9,7,Northern Territory,-12.58133,130.99014,Weddell
10657,2022,2,17,Northern Territory,-16.93236,133.42503,Birdum
10658,2004,2,23,Northern Territory,-13.60635,132.95975,Gulung Mardrulk
10659,2014,8,22,Northern Territory,-14.184983,134.6111,Flying Fox (NT)
10660,2009,7,25,Northern Territory,-14.153991,134.464311,Flying Fox (NT)
10661,2014,2,6,Northern Territory,-12.56931,130.94226,Wickham (NT)
10662,2008,5,12,Northern Territory,-13.636651,131.2974,Douglas-Daly
10663,2015,10,1,Northern Territory,-14.1555,131.05585,Tipperary (NT)
10664,2013,7,9,Northern Territory,-16.53471,137.37856,Calvert (NT)
10665,2016,8,8,Northern Territory,-14.21373,134.58018,Flying Fox (NT)
10666,2011,4,11,Northern Territory,-14.22054,132.21735,Nitmiluk
10667,2017,5,28,Northern Territory,-14.19556,132.24311,Nitmiluk
10668,2014,10,12,Northern Territory,-14.20303,130.90186,Tipperary (NT)
10669,2015,11,8,Northern Territory,-13.49862,132.57773,Gulung Mardrulk
10670,1990,6,1,Northern Territory,-17.41553,137.80117,Calvert (NT)
10671,2014,7,25,Northern Territory,-12.787972,134.360828,West Arnhem
10672,2015,3,1,Northern Territory,-13.758719,131.825498,Pine Creek (NT)
10673,2020,10,6,Northern Territory,-12.33553,130.89737,Lee Point
10674,2017,7,4,Northern Territory,-17.21366,137.69241,Calvert (NT)
10675,2012,6,29,Northern Territory,-16.49033,137.55431,Calvert (NT)
10676,2009,6,4,Northern Territory,-14.850789,129.544528,Bradshaw
